,Date,GOADI
0,1993-01,2.549093822812986
1,1993-01,2.5732058100729036
2,1993-01,2.5806915842984828
3,1993-01,2.5973569777898553
4,1993-01,2.5816118655984153
5,1993-01,2.566803907199924
6,1993-01,2.538719945917848
7,1993-01,2.4960314890191317
8,1993-01,2.462778165360251
9,1993-01,2.4211401242403414
10,1993-01,2.3850474756999644
11,1993-01,2.333832011821413
12,1993-01,2.2762802802394035
13,1993-01,2.210311792039843
14,1993-01,2.1418203124202617
15,1993-01,2.0804005575886304
16,1993-01,1.9912831169403835
17,1993-01,1.8945505928020685
18,1993-01,1.792777062501663
19,1993-01,1.6923582518652303
20,1993-01,1.5472032870785573
21,1993-01,1.402720986622899
22,1993-01,1.2549531410348758
23,1993-01,1.0853891460267722
24,1993-01,0.9035423505789989
25,1993-01,0.7193259227189385
26,1993-01,0.5264568744516525
27,1993-01,0.35546886016532986
28,1993-01,0.18240298639561403
29,1993-01,0.011750491966130603
30,1993-01,-0.12716519407015908
31,1993-02,-0.25943367630283454
32,1993-02,-0.37523602604329953
33,1993-02,-0.47461741092399856
34,1993-02,-0.5508660279718869
35,1993-02,-0.6116447923725841
36,1993-02,-0.666522714843165
37,1993-02,-0.7152403231376798
38,1993-02,-0.7483300244034278
39,1993-02,-0.7533676591735261
40,1993-02,-0.7581202806196826
41,1993-02,-0.7367878947279907
42,1993-02,-0.7179998672237554
43,1993-02,-0.6913387146356258
44,1993-02,-0.6397940801362988
45,1993-02,-0.5821351815834088
46,1993-02,-0.5096729143698289
47,1993-02,-0.45145585589570913
48,1993-02,-0.38466507676309025
49,1993-02,-0.31841810349342653
50,1993-02,-0.27021273274808316
51,1993-02,-0.2317320799515208
52,1993-02,-0.2068523731364679
53,1993-02,-0.20372443828441317
54,1993-02,-0.22276950855420316
55,1993-02,-0.25512278830917157
56,1993-02,-0.2923668954665339
57,1993-02,-0.3542210980072335
58,1993-02,-0.4238095082042988
59,1993-03,-0.5015317503685792
60,1993-03,-0.5796236269652071
61,1993-03,-0.6545439494672145
62,1993-03,-0.7237541239712715
63,1993-03,-0.7720373904679855
64,1993-03,-0.8173988151348515
65,1993-03,-0.8324535658265436
66,1993-03,-0.8302858373242005
67,1993-03,-0.8059497674528484
68,1993-03,-0.7670395582789996
69,1993-03,-0.721042525672298
70,1993-03,-0.6460152403812153
71,1993-03,-0.5629819778104096
72,1993-03,-0.4929769904801941
73,1993-03,-0.4333785049342025
74,1993-03,-0.37907599186464963
75,1993-03,-0.3334033652323248
76,1993-03,-0.3147060099023412
77,1993-03,-0.3146934083361424
78,1993-03,-0.3356621297669968
79,1993-03,-0.3894559042490391
80,1993-03,-0.44518298014051755
81,1993-03,-0.49483363875978453
82,1993-03,-0.5499463562321872
83,1993-03,-0.6195957429582043
84,1993-03,-0.6776081873962175
85,1993-03,-0.738374704256559
86,1993-03,-0.7773136792346131
87,1993-03,-0.8117713936768937
88,1993-03,-0.8391852376139052
89,1993-03,-0.8650966424011984
90,1993-04,-0.8968585294550364
91,1993-04,-0.9287525415809492
92,1993-04,-0.9636242632785474
93,1993-04,-0.9925942406492231
94,1993-04,-1.0417138969464717
95,1993-04,-1.078088349148032
96,1993-04,-1.1192928598513092
97,1993-04,-1.1753354647331855
98,1993-04,-1.2306122239727937
99,1993-04,-1.265622485860061
100,1993-04,-1.3067224002107392
101,1993-04,-1.3573500345052987
102,1993-04,-1.4045154087825646
103,1993-04,-1.4433949551874456
104,1993-04,-1.4708395589453054
105,1993-04,-1.4804053301685933
106,1993-04,-1.4933181728800704
107,1993-04,-1.485868525702472
108,1993-04,-1.4640626694944636
109,1993-04,-1.4188392299319663
110,1993-04,-1.377732787764785
111,1993-04,-1.337778813775362
112,1993-04,-1.2949674021047013
113,1993-04,-1.2641526743789915
114,1993-04,-1.2382742120634216
115,1993-04,-1.2264577442121662
116,1993-04,-1.2178072669359494
117,1993-04,-1.2235915023124262
118,1993-04,-1.228522437366354
119,1993-04,-1.2291171919798385
120,1993-05,-1.2308470215128922
121,1993-05,-1.2173255012864677
122,1993-05,-1.208186649167497
123,1993-05,-1.1913849571080766
124,1993-05,-1.1546583321763502
125,1993-05,-1.1150855781300157
126,1993-05,-1.0692294860920843
127,1993-05,-1.0144541727593763
128,1993-05,-0.9506371877284178
129,1993-05,-0.9027876708842553
130,1993-05,-0.8293005470084792
131,1993-05,-0.7763741715853426
132,1993-05,-0.716025244043289
133,1993-05,-0.6660039433437226
134,1993-05,-0.6383212418885855
135,1993-05,-0.6224550866474223
136,1993-05,-0.6265361669965532
137,1993-05,-0.6516408961299864
138,1993-05,-0.6692542210661744
139,1993-05,-0.7054374399428398
140,1993-05,-0.7435600968982613
141,1993-05,-0.7824751600935085
142,1993-05,-0.8119872204853918
143,1993-05,-0.8395248426780733
144,1993-05,-0.8515731200674388
145,1993-05,-0.8475627445463774
146,1993-05,-0.8397799163447569
147,1993-05,-0.8247589195687796
148,1993-05,-0.8180785871280264
149,1993-05,-0.8087676162818035
150,1993-05,-0.8073574433612014
151,1993-06,-0.8151345674207664
152,1993-06,-0.8101631467622876
153,1993-06,-0.813990791712286
154,1993-06,-0.8091043203651
155,1993-06,-0.8118174193108263
156,1993-06,-0.8141613368800452
157,1993-06,-0.8153145279478794
158,1993-06,-0.8161592221176177
159,1993-06,-0.8211879732414049
160,1993-06,-0.8263202987181589
161,1993-06,-0.8371239331464392
162,1993-06,-0.8330218663652806
163,1993-06,-0.8327111052275894
164,1993-06,-0.8323731609215372
165,1993-06,-0.8135548273648123
166,1993-06,-0.8051085324557851
167,1993-06,-0.7956839703505602
168,1993-06,-0.7566658861831569
169,1993-06,-0.7219216124835831
170,1993-06,-0.6799942032993211
171,1993-06,-0.633855323659864
172,1993-06,-0.5801437066356587
173,1993-06,-0.5152495440799014
174,1993-06,-0.45255140647324515
175,1993-06,-0.3878170690765318
176,1993-06,-0.3228670829965756
177,1993-06,-0.2541715891989986
178,1993-06,-0.17575821573598466
179,1993-06,-0.09283898424782532
180,1993-06,0.01392897584841082
181,1993-07,0.1182709244324949
182,1993-07,0.21620036275519774
183,1993-07,0.30365283831780737
184,1993-07,0.40372214608396845
185,1993-07,0.4954602164653825
186,1993-07,0.5750451936215648
187,1993-07,0.6449421962106338
188,1993-07,0.6950239935332448
189,1993-07,0.745481126336728
190,1993-07,0.7944724105678037
191,1993-07,0.8188905588767362
192,1993-07,0.8490984235178979
193,1993-07,0.8583948269789395
194,1993-07,0.8573427430283508
195,1993-07,0.8408932168713882
196,1993-07,0.8138440432975732
197,1993-07,0.7666230702138205
198,1993-07,0.7458521658170734
199,1993-07,0.6950681230426365
200,1993-07,0.6177675712240907
201,1993-07,0.5346046987849049
202,1993-07,0.4481861718710549
203,1993-07,0.36193350821513337
204,1993-07,0.2669119028230115
205,1993-07,0.19844862827050824
206,1993-07,0.14062824345798264
207,1993-07,0.07919172816172405
208,1993-07,0.056093410845347115
209,1993-07,0.047338212402821316
210,1993-07,0.06920621970189271
211,1993-07,0.1303044830964778
212,1993-08,0.18074896768257057
213,1993-08,0.24237434080217085
214,1993-08,0.31292142903235953
215,1993-08,0.3919403585659509
216,1993-08,0.4706030188534692
217,1993-08,0.5483904759338121
218,1993-08,0.6191601188124857
219,1993-08,0.6793757626175682
220,1993-08,0.7346974356457491
221,1993-08,0.7810383322817155
222,1993-08,0.8163880524657326
223,1993-08,0.8351349590872423
224,1993-08,0.8571002697606959
225,1993-08,0.8623140157414992
226,1993-08,0.8549270120938658
227,1993-08,0.847554034371743
228,1993-08,0.8473510269052358
229,1993-08,0.8456267777177575
230,1993-08,0.8430730746164138
231,1993-08,0.8494755935472226
232,1993-08,0.8572212396398119
233,1993-08,0.8733286980840401
234,1993-08,0.892966313104049
235,1993-08,0.9062144236983957
236,1993-08,0.9231982102363675
237,1993-08,0.9601356567560391
238,1993-08,1.0016665223912964
239,1993-08,1.049059867450808
240,1993-08,1.1024546975440261
241,1993-08,1.1602829386541482
242,1993-08,1.199887661747475
243,1993-09,1.2487246455327892
244,1993-09,1.2892104320287037
245,1993-09,1.3121516166099996
246,1993-09,1.3444552753069923
247,1993-09,1.3608138420801816
248,1993-09,1.3824587790217422
249,1993-09,1.4143910612299677
250,1993-09,1.4353872365880205
251,1993-09,1.4745722695614047
252,1993-09,1.504365947982773
