,Date,GOADI
253,1993-09,1.5304797787609192
254,1993-09,1.5631689740902368
255,1993-09,1.592424542665721
256,1993-09,1.6224612293645015
257,1993-09,1.6367323043291335
258,1993-09,1.6453255446599864
259,1993-09,1.6573342761522252
260,1993-09,1.6542644475470067
261,1993-09,1.656238743614723
262,1993-09,1.6421163578411007
263,1993-09,1.6271417386790188
264,1993-09,1.599834751411219
265,1993-09,1.5891879156582756
266,1993-09,1.5664974130753682
267,1993-09,1.5466614055762333
268,1993-09,1.5254492078482886
269,1993-09,1.4961648339307039
270,1993-09,1.4671281200257011
271,1993-09,1.4135781474352809
272,1993-09,1.3579691140630215
273,1993-10,1.3298431033078282
274,1993-10,1.2939564409136324
275,1993-10,1.2684112465628214
276,1993-10,1.2381394858469215
277,1993-10,1.2177481970027704
278,1993-10,1.215056012377701
279,1993-10,1.2204913197118143
280,1993-10,1.244589130136595
281,1993-10,1.263374342683428
282,1993-10,1.2803172286873425
283,1993-10,1.2949164160266637
284,1993-10,1.2997245026848667
285,1993-10,1.3019553819051084
286,1993-10,1.2986137931211699
287,1993-10,1.2719697745724692
288,1993-10,1.2496006234388315
289,1993-10,1.2171735117580351
290,1993-10,1.1762086358159267
291,1993-10,1.1347597409318704
292,1993-10,1.0909486047766501
293,1993-10,1.040103125499287
294,1993-10,0.9806254551325572
295,1993-10,0.9318600222781238
296,1993-10,0.8847331893970232
297,1993-10,0.845277919055904
298,1993-10,0.8235113707822463
299,1993-10,0.8071405286501173
300,1993-10,0.7901077738074384
301,1993-10,0.769866602985374
302,1993-10,0.7590318118971302
303,1993-10,0.7649771877324788
304,1993-11,0.7762303509613933
305,1993-11,0.7970684047660588
306,1993-11,0.8481440845062497
307,1993-11,0.9178144822507351
308,1993-11,1.0082824100964243
309,1993-11,1.1393934054139798
310,1993-11,1.2794600679474981
311,1993-11,1.421678163766372
312,1993-11,1.5830778015385651
313,1993-11,1.7561957405829598
314,1993-11,1.9364726913779031
315,1993-11,2.1194916416331755
316,1993-11,2.282057951029301
317,1993-11,2.422398199412311
318,1993-11,2.5380988803696902
319,1993-11,2.6383613927963627
320,1993-11,2.701332017752006
321,1993-11,2.7259457147835584
322,1993-11,2.730854905521216
323,1993-11,2.7094172498200884
324,1993-11,2.6695155682096074
325,1993-11,2.6210819991284438
326,1993-11,2.5488218294111222
327,1993-11,2.459399829493754
328,1993-11,2.359322864556902
329,1993-11,2.2327633157791418
330,1993-11,2.1134076236650077
331,1993-11,1.9982489451378072
332,1993-11,1.8833717140541553
333,1993-11,1.7638103031005263
334,1993-12,1.6507390070324899
335,1993-12,1.547136535321296
336,1993-12,1.4577422940964133
337,1993-12,1.362078279056844
338,1993-12,1.270878720459337
339,1993-12,1.182323168020283
340,1993-12,1.1100186172138224
341,1993-12,1.0513339030100344
342,1993-12,0.9938811928274391
343,1993-12,0.9314309240275123
344,1993-12,0.8659583638843665
345,1993-12,0.80665881818703
346,1993-12,0.7566944378755185
347,1993-12,0.7237251825398232
348,1993-12,0.6844471690056619
349,1993-12,0.6535714639886024
350,1993-12,0.6285569385259145
351,1993-12,0.6202367341913065
352,1993-12,0.6264480197522996
353,1993-12,0.6446093347664199
354,1993-12,0.6750758418789791
355,1993-12,0.7060332063207253
356,1993-12,0.7280443969272469
357,1993-12,0.7533102247654994
358,1993-12,0.7710565226043692
359,1993-12,0.772054311727315
360,1993-12,0.7620254518270858
361,1993-12,0.7658892911743719
362,1993-12,0.7605946266334412
363,1993-12,0.7731565207965142
364,1993-12,0.786461384940157
365,1994-01,0.8148723077059004
366,1994-01,0.8412561689859724
367,1994-01,0.8604501738195866
368,1994-01,0.9172293210733174
369,1994-01,0.9793327750793742
370,1994-01,1.0504103984567867
371,1994-01,1.1380987688399582
372,1994-01,1.207949118593995
373,1994-01,1.2734674110188064
374,1994-01,1.349476995746148
375,1994-01,1.4121381319477102
376,1994-01,1.4661152869072074
377,1994-01,1.4960578598274679
378,1994-01,1.510516324882038
379,1994-01,1.5458440226436967
380,1994-01,1.5574336305369059
381,1994-01,1.5492204558288472
382,1994-01,1.5357598942289026
383,1994-01,1.5042764855441284
384,1994-01,1.4792031675051016
385,1994-01,1.4476090904234715
386,1994-01,1.4110383134745526
387,1994-01,1.3693919094917864
388,1994-01,1.3113515805831748
389,1994-01,1.253057610524264
390,1994-01,1.1890936229926412
391,1994-01,1.1331676927382757
392,1994-01,1.1092679030305435
393,1994-01,1.087849772487555
394,1994-01,1.079061381071674
395,1994-01,1.0851411474395054
396,1994-02,1.0789840661164531
397,1994-02,1.0919705223653544
398,1994-02,1.128681689987609
399,1994-02,1.1546126571252913
400,1994-02,1.159189741937822
401,1994-02,1.2019309833002572
402,1994-02,1.2278162847017358
403,1994-02,1.2431781465057323
404,1994-02,1.2675237447395262
405,1994-02,1.2925504983574927
406,1994-02,1.2794119981962206
407,1994-02,1.2537481095879253
408,1994-02,1.2288427619716342
409,1994-02,1.177661183770267
410,1994-02,1.091813712486654
411,1994-02,1.0356065596515724
412,1994-02,0.9434248248501119
413,1994-02,0.8228881186318138
414,1994-02,0.7100862391927505
415,1994-02,0.5602566196878569
416,1994-02,0.42980663361252774
417,1994-02,0.2778638605472959
418,1994-02,0.12773188324188553
419,1994-02,-0.014628937301290635
420,1994-02,-0.12504101209664248
421,1994-02,-0.23309490326125
422,1994-02,-0.3099889616035643
423,1994-02,-0.37724666094545456
424,1994-03,-0.4297637501005884
425,1994-03,-0.4752452904424193
426,1994-03,-0.48188165268990857
427,1994-03,-0.48488498330641533
428,1994-03,-0.44774712812016354
429,1994-03,-0.40176302397076186
430,1994-03,-0.32933938562971926
431,1994-03,-0.2768006242939661
432,1994-03,-0.2160598925650245
433,1994-03,-0.13521705599297937
434,1994-03,-0.06628411969294042
435,1994-03,0.019931407121506386
436,1994-03,0.0865955120203572
437,1994-03,0.16942202940063836
438,1994-03,0.2987621123478431
439,1994-03,0.40272264355194914
440,1994-03,0.4944159441248915
441,1994-03,0.5806015137713361
442,1994-03,0.6660684980864525
443,1994-03,0.7371094876412055
444,1994-03,0.7995537560553079
445,1994-03,0.855679794469801
446,1994-03,0.8875429211200642
447,1994-03,0.8947529537824481
448,1994-03,0.8895059142471513
449,1994-03,0.8599720116970064
450,1994-03,0.8229863014502323
451,1994-03,0.7850467786603957
452,1994-03,0.7416981365534864
453,1994-03,0.6924072719335054
454,1994-03,0.652310637968245
455,1994-04,0.6212726797451296
456,1994-04,0.5997408541677666
457,1994-04,0.5651879820760378
458,1994-04,0.5268114324502394
459,1994-04,0.5066391738703668
460,1994-04,0.5183923855790662
461,1994-04,0.5279821121749663
462,1994-04,0.5309359509551076
463,1994-04,0.5450011070746545
464,1994-04,0.5606700881240912
465,1994-04,0.5746313846645589
466,1994-04,0.6044216250499076
467,1994-04,0.630306846365124
468,1994-04,0.6619598799345301
469,1994-04,0.677454505177422
470,1994-04,0.6945236467464769
471,1994-04,0.7135420998433664
472,1994-04,0.7318815767107422
473,1994-04,0.7380138492595805
474,1994-04,0.7412245425061272
475,1994-04,0.7324824745421026
476,1994-04,0.7138328929769474
477,1994-04,0.703314018054496
478,1994-04,0.6737686932468316
479,1994-04,0.6498621340444404
480,1994-04,0.6063289405456945
481,1994-04,0.5612586311569351
482,1994-04,0.5119749172573876
483,1994-04,0.47047126491033403
484,1994-04,0.4295011004265264
485,1994-05,0.3656228620979579
486,1994-05,0.30990835247745807
487,1994-05,0.26645859410287565
488,1994-05,0.22605244696570004
489,1994-05,0.20262203521283176
490,1994-05,0.1851979915458183
491,1994-05,0.16821003213901467
492,1994-05,0.1549398402388123
493,1994-05,0.14442379704065955
494,1994-05,0.14109540931492678
495,1994-05,0.1422974333950243
496,1994-05,0.15412760325552505
497,1994-05,0.176263334039315
498,1994-05,0.19947213931122826
499,1994-05,0.21429108531669508
500,1994-05,0.24210832290573536
501,1994-05,0.24880241636814426
502,1994-05,0.250985529702762
503,1994-05,0.25846647394367217
504,1994-05,0.26121491649827894
505,1994-05,0.24836028217699596
506,1994-05,0.224685225317633
507,1994-05,0.20005438826829855
508,1994-05,0.16661037592204522
509,1994-05,0.1259930126075902
510,1994-05,0.08194558967463043
511,1994-05,0.0388401793735636
512,1994-05,-0.0072207915869928856
513,1994-05,-0.04508967027866428
514,1994-05,-0.07323288256197566
515,1994-05,-0.1065948758597018
516,1994-06,-0.1418918395046414
517,1994-06,-0.18198529800426114
518,1994-06,-0.2109339185223724
519,1994-06,-0.23581959106764913
520,1994-06,-0.2720482709281344
521,1994-06,-0.28117399019121575
522,1994-06,-0.2854129845047172
523,1994-06,-0.30367396394866925
524,1994-06,-0.30018878231370694
525,1994-06,-0.2838998649986732
526,1994-06,-0.2563446043554282
527,1994-06,-0.2205496524341964
528,1994-06,-0.18917157841471843
529,1994-06,-0.15488365019831565
530,1994-06,-0.12189716134582652
531,1994-06,-0.08468009923214351
532,1994-06,-0.03885610636691847
533,1994-06,-0.0050187228904381796
534,1994-06,0.03619083238842763
535,1994-06,0.0878147691786428
536,1994-06,0.14146123147445733
537,1994-06,0.19975761865179859
538,1994-06,0.25448177485872653
539,1994-06,0.3011480602551953
540,1994-06,0.362680501435239
541,1994-06,0.402195461017273
542,1994-06,0.42796985198519366
543,1994-06,0.4583403370648041
544,1994-06,0.48824494652340733
545,1994-06,0.514658079485145
546,1994-07,0.5382350671864077
547,1994-07,0.5654354803403397
548,1994-07,0.5779660973220618
549,1994-07,0.5760986731768177
550,1994-07,0.5644631396490459
551,1994-07,0.5513092810815258
552,1994-07,0.5334070844817048
553,1994-07,0.5027301512103514
554,1994-07,0.4652675156570976
555,1994-07,0.4306123258265465
556,1994-07,0.39325559431714724
557,1994-07,0.33973857835242294
558,1994-07,0.2950203142671762
559,1994-07,0.2583343916978063
560,1994-07,0.22506158902868928
561,1994-07,0.2030403280141812
562,1994-07,0.1906040244560556
563,1994-07,0.20766916813306915
564,1994-07,0.18803012024697877
565,1994-07,0.1802297832252717
566,1994-07,0.18107986854645197
567,1994-07,0.17543278012806093
568,1994-07,0.17105143643736623
569,1994-07,0.17735104486428416
570,1994-07,0.19540316824302612
571,1994-07,0.21738728637701474
572,1994-07,0.236925709288761
573,1994-07,0.255471443329325
574,1994-07,0.28281381281718426
575,1994-07,0.2999355386629407
576,1994-07,0.31127140084871324
577,1994-08,0.33284879476690776
578,1994-08,0.34843938299863403
579,1994-08,0.3570288217587391
580,1994-08,0.3484058299688974
581,1994-08,0.3454481615969669
582,1994-08,0.34835807252083745
583,1994-08,0.32201576742590315
584,1994-08,0.30806698496700735
585,1994-08,0.29559815645188625
586,1994-08,0.276571595649415
587,1994-08,0.2495644919485646
588,1994-08,0.22907269793886498
589,1994-08,0.21500603958422462
590,1994-08,0.1883493448716856
591,1994-08,0.19743236302449838
592,1994-08,0.21114765650960568
593,1994-08,0.22343555078339977
594,1994-08,0.24551867899342233
595,1994-08,0.28307012361797196
596,1994-08,0.3213523298024615
597,1994-08,0.35656972391638164
598,1994-08,0.3861823829056445
599,1994-08,0.40453813979212505
600,1994-08,0.4285132808737993
601,1994-08,0.44368125345856946
602,1994-08,0.4514924163436747
603,1994-08,0.4593144029182895
604,1994-08,0.4644132948740558
605,1994-08,0.44881474155533463
606,1994-08,0.42397712475527566
607,1994-08,0.3966860244057833
608,1994-09,0.35891373901112933
609,1994-09,0.31956677679082424
610,1994-09,0.27325102794521966
611,1994-09,0.2361279590276894
612,1994-09,0.20149001756671886
613,1994-09,0.18321162130475258
614,1994-09,0.15453994959346973
615,1994-09,0.14371009277573946
616,1994-09,0.1331628893523002
617,1994-09,0.1220014792284637
618,1994-09,0.11542219491679216
619,1994-09,0.10517917339820522
620,1994-09,0.07990551384406452
621,1994-09,0.06690388108919135
622,1994-09,0.05118705580925041
623,1994-09,0.023244709825531947
624,1994-09,0.0009583368925698727
625,1994-09,-0.014110726402841145
626,1994-09,-0.03587667320947598
627,1994-09,-0.04815335618814324
628,1994-09,-0.04897346978686666
629,1994-09,-0.04623011146939134
630,1994-09,-0.039987282184035355
631,1994-09,-0.025121335167337333
632,1994-09,0.010891383610789746
633,1994-09,0.05724128513225224
634,1994-09,0.09567301426962013
635,1994-09,0.14201071033361037
636,1994-09,0.18604647270500357
637,1994-09,0.22566159268993474
638,1994-10,0.26513796005187706
639,1994-10,0.2874946866875646
640,1994-10,0.31307143097017553
641,1994-10,0.3182560250512029
642,1994-10,0.31865110286509807
643,1994-10,0.31104040894720186
644,1994-10,0.30076590268140074
645,1994-10,0.27116402455377686
646,1994-10,0.2167973321961655
647,1994-10,0.17106989918593327
648,1994-10,0.11101910515508476
649,1994-10,0.04831939004037241
650,1994-10,-0.016410663452520655
651,1994-10,-0.07711538359193416
652,1994-10,-0.10978790402658678
653,1994-10,-0.1284608432752833
654,1994-10,-0.14514359531237833
655,1994-10,-0.15193411928582412
656,1994-10,-0.1370823853676856
657,1994-10,-0.1031051285756596
658,1994-10,-0.06354913365463288
659,1994-10,-0.018727823426424223
660,1994-10,0.031325778846503276
661,1994-10,0.08097236714210497
662,1994-10,0.14069816802800925
663,1994-10,0.2177255580012489
664,1994-10,0.2981407186962465
665,1994-10,0.3823563350453768
666,1994-10,0.4878628700721935
667,1994-10,0.5798825549265756
668,1994-10,0.6823877379307964
669,1994-11,0.7814449693412086
670,1994-11,0.8821151513353496
671,1994-11,0.9843050586612306
672,1994-11,1.0874225639356774
673,1994-11,1.1869136830167617
674,1994-11,1.3073724814649348
675,1994-11,1.4208104745192647
676,1994-11,1.5461752937561537
677,1994-11,1.6671913904275053
678,1994-11,1.7585595535445713
679,1994-11,1.862064545242966
680,1994-11,1.9535124263773849
681,1994-11,2.055200525770718
682,1994-11,2.1495698301505204
683,1994-11,2.232643028577824
684,1994-11,2.2956910148604015
685,1994-11,2.3571103568391276
686,1994-11,2.4077813701185287
687,1994-11,2.4317277412166316
688,1994-11,2.433258537851355
689,1994-11,2.439438941132754
690,1994-11,2.422367402222314
691,1994-11,2.3774792173135366
692,1994-11,2.322221371097763
693,1994-11,2.2368702538596112
694,1994-11,2.1466448952630484
695,1994-11,2.05015774355855
696,1994-11,1.939795518936413
697,1994-11,1.8267792158807377
698,1994-11,1.7279737320980144
699,1994-12,1.6206433318877445
700,1994-12,1.517759468714929
701,1994-12,1.4059141397989607
702,1994-12,1.3089465596751049
703,1994-12,1.1999999871496185
704,1994-12,1.085073372169127
705,1994-12,0.9703247509534956
706,1994-12,0.8579211903088848
707,1994-12,0.7480332845871106
708,1994-12,0.6349313971470122
709,1994-12,0.504602207426841
710,1994-12,0.37706414525524723
711,1994-12,0.23432999034875437
712,1994-12,0.11166140463014017
713,1994-12,-0.01716696333063724
714,1994-12,-0.1696723017192412
715,1994-12,-0.29785013377700564
716,1994-12,-0.4299688455893337
717,1994-12,-0.5377025786785098
718,1994-12,-0.6427091957079965
719,1994-12,-0.7345801256405202
720,1994-12,-0.814302599651689
721,1994-12,-0.87118086304282
722,1994-12,-0.9155520520346269
723,1994-12,-0.931556273944694
724,1994-12,-0.9259810481357282
725,1994-12,-0.9114308588527217
726,1994-12,-0.9088220700256057
727,1994-12,-0.8904384127177507
728,1994-12,-0.8601656696234387
729,1994-12,-0.8458356184870464
730,1995-01,-0.8225013127829608
731,1995-01,-0.8087906669719689
732,1995-01,-0.7987852547652299
733,1995-01,-0.7752581678662651
734,1995-01,-0.7609373079085696
735,1995-01,-0.74963757855424
736,1995-01,-0.7270620406373947
737,1995-01,-0.7166414647518463
738,1995-01,-0.7045544652860531
739,1995-01,-0.7053513902581343
740,1995-01,-0.7013467687393996
741,1995-01,-0.6944643191817995
742,1995-01,-0.6908283812511702
743,1995-01,-0.6951696575455695
744,1995-01,-0.7158954999566033
745,1995-01,-0.756756884480375
746,1995-01,-0.7880157883301836
747,1995-01,-0.8223265864279053
748,1995-01,-0.8462051146418604
749,1995-01,-0.8650853746691077
750,1995-01,-0.8789179985049855
751,1995-01,-0.9001185750789489
752,1995-01,-0.8950228687320788
753,1995-01,-0.8741095035721068
754,1995-01,-0.8600640955776813
755,1995-01,-0.8534920706668335
756,1995-01,-0.8546457859672696
757,1995-01,-0.8428978772097104
758,1995-01,-0.8464084158016657
759,1995-01,-0.8518275930358661
760,1995-01,-0.8452192213666112
761,1995-02,-0.863504890659847
762,1995-02,-0.8677018487689344
763,1995-02,-0.8560265365756666
764,1995-02,-0.849146689074465
765,1995-02,-0.8257212822501778
766,1995-02,-0.7879861590272395
767,1995-02,-0.7279203508169919
768,1995-02,-0.6372776235423548
769,1995-02,-0.5310956994067081
770,1995-02,-0.4115271920816559
771,1995-02,-0.28400949920326835
772,1995-02,-0.14120622483682155
773,1995-02,-0.014789321270210815
774,1995-02,0.11307751417420367
775,1995-02,0.22477860946151088
776,1995-02,0.3043398850748608
777,1995-02,0.36584989853541766
778,1995-02,0.40889233603064196
779,1995-02,0.42195940759438644
780,1995-02,0.4147109117119982
781,1995-02,0.3895285757256889
782,1995-02,0.3814222749850115
783,1995-02,0.3432385644289764
784,1995-02,0.2949364885603377
785,1995-02,0.2652213061786746
786,1995-02,0.23705279682779004
787,1995-02,0.22027816710359474
788,1995-02,0.19938896113221366
789,1995-03,0.17398339106266575
790,1995-03,0.14087687893735912
791,1995-03,0.10428446320731685
792,1995-03,0.07729840418204192
793,1995-03,0.03221845180890275
794,1995-03,-0.017229253902949875
795,1995-03,-0.06908813216865942
796,1995-03,-0.13293825502414539
797,1995-03,-0.20353249656017366
798,1995-03,-0.2729685686736146
799,1995-03,-0.3339263950895819
800,1995-03,-0.4021630138743207
801,1995-03,-0.4660074414026475
802,1995-03,-0.5554798256185957
803,1995-03,-0.6424115230451459
804,1995-03,-0.7075932875433015
805,1995-03,-0.7793307415086608
806,1995-03,-0.8319969846931314
807,1995-03,-0.8869843561894215
808,1995-03,-0.9387922175360965
809,1995-03,-0.9609848193112892
810,1995-03,-0.972134641362514
811,1995-03,-0.9818270969665689
812,1995-03,-0.9840329266493537
813,1995-03,-0.9891229950650171
814,1995-03,-0.9929820215462817
815,1995-03,-0.9962652827980558
816,1995-03,-0.9840643939537007
817,1995-03,-0.9817702819272753
818,1995-03,-0.967580314856086
819,1995-03,-0.9601210032046137
820,1995-04,-0.9550654888132205
821,1995-04,-0.9494220351062088
822,1995-04,-0.9408743944349196
823,1995-04,-0.9106120499393675
824,1995-04,-0.8723317320153593
825,1995-04,-0.8140050385044194
826,1995-04,-0.761667187756666
827,1995-04,-0.7001259986894721
828,1995-04,-0.6021687583800932
829,1995-04,-0.5089128056672059
830,1995-04,-0.40243909251151455
831,1995-04,-0.2846322282829233
832,1995-04,-0.16053463016016953
833,1995-04,-0.019118162553414243
834,1995-04,0.11850418658193858
835,1995-04,0.2606803465806415
836,1995-04,0.37854679203305036
837,1995-04,0.47418964878708403
838,1995-04,0.5589332366948543
839,1995-04,0.6412212934316783
840,1995-04,0.7175059115239497
841,1995-04,0.7789112919942023
842,1995-04,0.8339983934138798
843,1995-04,0.8853058870764604
844,1995-04,0.9306488300361072
845,1995-04,0.9673729603190636
846,1995-04,1.0044639643941253
847,1995-04,1.014302446788663
848,1995-04,1.0164236655757897
849,1995-04,1.015266381741016
850,1995-05,1.001900524592698
851,1995-05,0.9783685807781513
852,1995-05,0.9486993616841171
853,1995-05,0.902642815038066
854,1995-05,0.8415690314619932
855,1995-05,0.7805826010843022
856,1995-05,0.7165227937198129
857,1995-05,0.6562966848487002
858,1995-05,0.6054616065578907
859,1995-05,0.5574953670439465
